range of distance,number in the range
"(72670.8909494,72681.7602572)",3.0
"(72714.3681806,72725.2374884)",3.0
"(72736.1067962,72746.976104)",3.0
"(72746.976104,72757.8454118)",3.0
"(72768.7147196,72779.5840274)",3.0
"(72801.32264299999,72812.1919508)",3.0
"(72823.06125859999,72833.9305664)",3.0
"(72855.669182,72866.5384898)",3.0
"(72866.5384898,72877.4077976)",6.0
"(72877.4077976,72888.2771054)",3.0
"(72910.015721,72920.8850288)",6.0
"(72920.8850288,72931.7543366)",6.0
"(72953.4929522,72964.36226)",6.0
"(72986.1008756,72996.9701834)",3.0
"(72996.9701834,73007.8394912)",3.0
"(73007.8394912,73018.708799)",3.0
"(73018.708799,73029.57810679999)",3.0
"(73040.4474146,73051.31672239999)",9.0
"(73062.1860302,73073.05533799999)",3.0
"(73073.05533799999,73083.9246458)",3.0
"(73083.9246458,73094.79395359999)",3.0
"(73116.5325692,73127.401877)",3.0
"(73149.1404926,73160.0098004)",3.0
"(73160.0098004,73170.8791082)",3.0
"(73170.8791082,73181.748416)",6.0
"(73181.748416,73192.6177238)",3.0
"(73214.3563394,73225.2256472)",3.0
"(73225.2256472,73236.094955)",3.0
"(73257.83357059999,73268.7028784)",3.0
"(73279.57218619999,73290.441494)",3.0
"(73290.441494,73301.31080179999)",3.0
"(73301.31080179999,73312.1801096)",6.0
"(73323.04941739999,73333.9187252)",3.0
"(73344.788033,73355.6573408)",3.0
"(73366.5266486,73377.3959564)",3.0
"(73377.3959564,73388.2652642)",3.0
"(73399.134572,73410.0038798)",6.0
"(73410.0038798,73420.8731876)",6.0
"(73442.6118032,73453.481111)",6.0
"(73453.481111,73464.3504188)",3.0
"(73486.08903439999,73496.9583422)",3.0
"(73496.9583422,73507.82764999999)",3.0
"(73507.82764999999,73518.6969578)",3.0
"(73529.56626559999,73540.4355734)",3.0
"(73540.4355734,73551.30488119999)",3.0
"(73551.30488119999,73562.174189)",3.0
"(73573.0434968,73583.9128046)",3.0
"(73583.9128046,73594.7821124)",3.0
"(73638.2593436,73649.1286514)",3.0
"(73649.1286514,73659.9979592)",3.0
"(73670.867267,73681.7365748)",3.0
"(73681.7365748,73692.6058826)",3.0
"(73725.213806,73736.08311379999)",3.0
"(73757.82172939999,73768.6910372)",3.0
"(73779.56034499999,73790.4296528)",3.0
"(73823.0375762,73833.906884)",3.0
"(73855.6454996,73866.5148074)",3.0
"(73877.3841152,73888.253423)",3.0
"(73888.253423,73899.1227308)",3.0
"(73964.33857759999,73975.2078854)",3.0
"(73986.07719319999,73996.946501)",6.0
"(73996.946501,74007.81580879999)",3.0
"(74073.0316556,74083.9009634)",3.0
"(74094.7702712,74105.639579)",3.0
"(74116.5088868,74127.3781946)",3.0
"(74181.7247336,74192.59404139999)",3.0
"(74203.4633492,74214.33265699999)",3.0
"(74312.1564272,74323.025735)",3.0
"(75040.4000498,75051.2693576)",3.0
"(75149.09312779999,75159.9624356)",3.0
"(75170.83174339999,75181.7010512)",3.0
"(75236.0475902,75246.916898)",3.0
"(75268.6555136,75279.5248214)",3.0
"(75279.5248214,75290.3941292)",3.0
"(75344.7406682,75355.60997599999)",3.0
"(75366.4792838,75377.34859159999)",3.0
"(75377.34859159999,75388.2178994)",3.0
"(75399.08720719999,75409.956515)",3.0
"(75464.303054,75475.1723618)",3.0
"(75475.1723618,75486.0416696)",3.0
"(75507.7802852,75518.649593)",3.0
"(75572.996132,75583.86543979999)",3.0
"(75594.7347476,75605.60405539999)",3.0
"(75703.4278256,75714.2971334)",3.0
"(76312.10906239999,76322.9783702)",3.0
"(76388.194217,76399.0635248)",3.0
"(76409.9328326,76420.8021404)",6.0
"(76420.8021404,76431.6714482)",3.0
"(76442.540756,76453.4100638)",3.0
"(76507.7566028,76518.62591059999)",9.0
"(76518.62591059999,76529.4952184)",3.0
"(76529.4952184,76540.36452619999)",3.0
"(76540.36452619999,76551.233834)",6.0
"(76551.233834,76562.10314179999)",3.0
"(76583.84175739999,76594.7110652)",3.0
"(76605.580373,76616.4496808)",6.0
"(76616.4496808,76627.3189886)",3.0
"(76627.3189886,76638.1882964)",3.0
"(76638.1882964,76649.0576042)",6.0
"(76649.0576042,76659.926912)",3.0
"(76659.926912,76670.7962198)",6.0
"(76670.7962198,76681.6655276)",3.0
"(76681.6655276,76692.5348354)",6.0
"(76714.273451,76725.1427588)",6.0
"(76725.1427588,76736.0120666)",6.0
"(76736.0120666,76746.88137439999)",6.0
"(76746.88137439999,76757.7506822)",3.0
"(76757.7506822,76768.61998999999)",6.0
"(76779.4892978,76790.35860559999)",3.0
"(76790.35860559999,76801.2279134)",6.0
"(76801.2279134,76812.09722119999)",9.0
"(76812.09722119999,76822.966529)",6.0
"(76833.8358368,76844.7051446)",9.0
"(76844.7051446,76855.5744524)",6.0
"(76855.5744524,76866.4437602)",6.0
"(76899.0516836,76909.9209914)",6.0
"(76909.9209914,76920.7902992)",6.0
"(76920.7902992,76931.659607)",6.0
"(76931.659607,76942.5289148)",9.0
"(76942.5289148,76953.3982226)",3.0
"(76953.3982226,76964.2675304)",6.0
"(76964.2675304,76975.1368382)",6.0
"(76996.87545379999,77007.7447616)",9.0
"(77007.7447616,77018.61406939999)",3.0
"(77029.4833772,77040.35268499999)",6.0
"(77040.35268499999,77051.2219928)",6.0
"(77051.2219928,77062.0913006)",3.0
"(77062.0913006,77072.9606084)",6.0
"(77072.9606084,77083.8299162)",3.0
"(77083.8299162,77094.699224)",3.0
"(77094.699224,77105.5685318)",3.0
"(77116.4378396,77127.3071474)",9.0
"(77138.1764552,77149.045763)",6.0
"(77159.9150708,77170.7843786)",3.0
"(77170.7843786,77181.6536864)",3.0
"(77181.6536864,77192.5229942)",3.0
"(77214.2616098,77225.13091759999)",6.0
"(77236.0002254,77246.86953319999)",3.0
"(77246.86953319999,77257.738841)",6.0
"(77257.738841,77268.60814879999)",3.0
"(77290.34676439999,77301.2160722)",3.0
"(77333.8239956,77344.6933034)",3.0
"(77344.6933034,77355.5626112)",3.0
"(77377.3012268,77388.1705346)",9.0
"(77388.1705346,77399.0398424)",3.0
"(77420.778458,77431.6477658)",3.0
"(77475.12499699999,77485.9943048)",3.0
"(77496.86361259999,77507.7329204)",3.0
"(77529.471536,77540.3408438)",3.0
"(77638.164614,77649.0339218)",3.0
"(77757.7269998,77768.5963076)",3.0
"(77768.5963076,77779.4656154)",3.0
"(77833.8121544,77844.6814622)",3.0
"(77877.2893856,77888.1586934)",3.0
"(77888.1586934,77899.0280012)",3.0
"(77942.5052324,77953.37454019999)",3.0
"(77953.37454019999,77964.243848)",3.0
"(77996.8517714,78007.7210792)",3.0
"(78007.7210792,78018.590387)",3.0
"(78062.0676182,78072.936926)",3.0
"(78072.936926,78083.8062338)",3.0
"(78127.283465,78138.1527728)",3.0
"(78181.63000399999,78192.4993118)",3.0
"(78192.4993118,78203.36861959999)",3.0
"(78312.0616976,78322.9310054)",3.0
"(78801.1805486,78812.0498564)",3.0
"(78909.87362659999,78920.7429344)",3.0
"(78931.6122422,78942.48155)",3.0
"(79018.5667046,79029.4360124)",6.0
"(79040.3053202,79051.174628)",3.0
"(79127.2597826,79138.12909039999)",6.0
"(79148.9983982,79159.867706)",6.0
"(79225.0835528,79235.9528606)",3.0
"(79257.6914762,79268.560784)",6.0
"(79333.7766308,79344.64593859999)",3.0
"(79355.5152464,79366.38455419999)",3.0
"(79464.2083244,79475.0776322)",3.0
"(79931.5885598,79942.4578676)",3.0
"(80040.2816378,80051.15094559999)",3.0
"(80072.88956119999,80083.758869)",3.0
"(80127.2361002,80138.105408)",3.0
"(80138.105408,80148.9747158)",3.0
"(80170.7133314,80181.5826392)",6.0
"(80235.9291782,80246.798486)",3.0
"(80257.66779379999,80268.5371016)",3.0
"(80279.40640939999,80290.2757172)",6.0
"(80301.14502499999,80312.0143328)",3.0
"(80333.7529484,80344.6222562)",3.0
"(80366.3608718,80377.2301796)",6.0
"(80377.2301796,80388.0994874)",3.0
"(80409.838103,80420.7074108)",3.0
"(80464.184642,80475.0539498)",6.0
"(80496.7925654,80507.66187319999)",3.0
"(80507.66187319999,80518.531181)",3.0
"(80562.0084122,80572.87772)",3.0
"(80594.6163356,80605.4856434)",3.0
"(80703.3094136,80714.17872139999)",3.0
"(80888.0876462,80898.956954)",3.0
"(80975.0421086,80985.91141639999)",3.0
"(81007.65003199999,81018.5193398)",6.0
"(81018.5193398,81029.3886476)",3.0
"(81051.1272632,81061.996571)",3.0
"(81061.996571,81072.8658788)",3.0
"(81083.7351866,81094.6044944)",3.0
"(81105.4738022,81116.34311)",3.0
"(81116.34311,81127.2124178)",3.0
"(81127.2124178,81138.0817256)",6.0
"(81138.0817256,81148.9510334)",3.0
"(81148.9510334,81159.8203412)",3.0
"(81159.8203412,81170.68964899999)",3.0
"(81181.5589568,81192.42826459999)",9.0
"(81192.42826459999,81203.2975724)",3.0
"(81214.16688019999,81225.036188)",6.0
"(81246.7748036,81257.6441114)",6.0
"(81279.382727,81290.2520348)",9.0
"(81290.2520348,81301.1213426)",3.0
"(81301.1213426,81311.9906504)",9.0
"(81311.9906504,81322.8599582)",6.0
"(81355.4678816,81366.3371894)",3.0
"(81377.2064972,81388.075805)",6.0
"(81398.9451128,81409.8144206)",6.0
"(81420.68372839999,81431.5530362)",15.0
"(81431.5530362,81442.42234399999)",6.0
"(81442.42234399999,81453.2916518)",3.0
"(81485.89957519999,81496.768883)",6.0
"(81507.6381908,81518.5074986)",6.0
"(81529.3768064,81540.2461142)",3.0
"(81540.2461142,81551.115422)",6.0
"(81551.115422,81561.9847298)",9.0
"(81572.8540376,81583.7233454)",6.0
"(81616.3312688,81627.2005766)",6.0
"(81670.67780779999,81681.5471156)",3.0
"(81681.5471156,81692.41642339999)",3.0
"(81692.41642339999,81703.2857312)",6.0
"(81768.501578,81779.3708858)",3.0
"(81811.9788092,81822.848117)",3.0
"(81888.0639638,81898.93327159999)",6.0
"(81942.41050279999,81953.2798106)",3.0
"(82007.6263496,82018.4956574)",3.0
"(82018.4956574,82029.3649652)",3.0
"(82051.1035808,82061.9728886)",3.0
"(82061.9728886,82072.8421964)",3.0
"(82138.0580432,82148.92735099999)",6.0
"(82181.5352744,82192.4045822)",3.0
"(82192.4045822,82203.27389)",3.0
"(82257.620429,82268.4897368)",3.0
"(82301.0976602,82311.966968)",3.0
"(82311.966968,82322.8362758)",3.0
"(82431.5293538,82442.3986616)",3.0
"(82714.1313566,82725.0006644)",3.0
"(82822.8244346,82833.69374239999)",3.0
"(82844.5630502,82855.43235799999)",3.0
"(82909.778897,82920.6482048)",3.0
"(82942.3868204,82953.2561282)",3.0
"(82953.2561282,82964.125436)",3.0
"(83029.3412828,83040.21059059999)",3.0
"(83040.21059059999,83051.0798984)",3.0
"(83061.94920619999,83072.818514)",3.0
"(83072.818514,83083.68782179999)",3.0
"(83138.0343608,83148.9036686)",3.0
"(83148.9036686,83159.7729764)",3.0
"(83192.3808998,83203.2502076)",3.0
"(83257.5967466,83268.46605439999)",3.0
"(83268.46605439999,83279.3353622)",3.0
"(83377.1591324,83388.0284402)",3.0
"(83638.0225196,83648.8918274)",3.0
"(83746.71559759999,83757.5849054)",3.0
"(83768.45421319999,83779.323521)",3.0
"(83844.5393678,83855.4086756)",6.0
"(83855.4086756,83866.2779834)",3.0
"(83877.1472912,83888.016599)",3.0
"(83953.2324458,83964.1017536)",3.0
"(83964.1017536,83974.97106139999)",3.0
"(83974.97106139999,83985.8403692)",3.0
"(83985.8403692,83996.70967699999)",6.0
"(84061.9255238,84072.7948316)",6.0
"(84072.7948316,84083.6641394)",3.0
"(84083.6641394,84094.5334472)",3.0
"(84094.5334472,84105.402755)",3.0
"(84170.6186018,84181.4879096)",3.0
"(84192.3572174,84203.22652519999)",6.0
"(84203.22652519999,84214.095833)",3.0
"(84279.3116798,84290.1809876)",3.0
"(84301.0502954,84311.9196032)",3.0
"(84409.7433734,84420.6126812)",3.0
"(85344.5038442,85355.373152)",3.0
"(85420.5889988,85431.45830659999)",3.0
"(85453.1969222,85464.06623)",3.0
"(85464.06623,85474.9355378)",3.0
"(85474.9355378,85485.8048456)",3.0
"(85529.2820768,85540.1513846)",3.0
"(85551.0206924,85561.8900002)",3.0
"(85572.759308,85583.6286158)",6.0
"(85583.6286158,85594.49792359999)",6.0
"(85594.49792359999,85605.3672314)",3.0
"(85659.71377039999,85670.5830782)",6.0
"(85692.3216938,85703.1910016)",9.0
"(85703.1910016,85714.0603094)",9.0
"(85746.6682328,85757.5375406)",3.0
"(85768.4068484,85779.2761562)",6.0
"(85790.145464,85801.0147718)",3.0
"(85811.8840796,85822.7533874)",6.0
"(85822.7533874,85833.6226952)",6.0
"(85855.3613108,85866.23061859999)",6.0
"(85877.0999264,85887.96923419999)",6.0
"(85887.96923419999,85898.838542)",3.0
"(85898.838542,85909.70784979999)",6.0
"(85942.3157732,85953.185081)",3.0
"(85974.9236966,85985.7930044)",6.0
"(85985.7930044,85996.6623122)",6.0
"(85996.6623122,86007.53162)",3.0
"(86007.53162,86018.4009278)",9.0
"(86094.48608239999,86105.3553902)",3.0
"(86105.3553902,86116.22469799999)",3.0
"(86116.22469799999,86127.0940058)",6.0
"(86127.0940058,86137.96331359999)",6.0
"(86159.7019292,86170.571237)",3.0
"(86224.917776,86235.7870838)",3.0
"(86246.6563916,86257.5256994)",3.0
"(86268.3950072,86279.264315)",3.0
"(86279.264315,86290.1336228)",3.0
"(86290.1336228,86301.00293059999)",3.0
"(86387.957393,86398.8267008)",6.0
"(86398.8267008,86409.6960086)",3.0
"(86420.5653164,86431.4346242)",3.0
"(86507.5197788,86518.3890866)",3.0
"(86540.1277022,86550.99700999999)",3.0
"(86550.99700999999,86561.8663178)",3.0
"(86670.5593958,86681.4287036)",3.0
"(86757.51385819999,86768.383166)",3.0
"(86877.076244,86887.9455518)",3.0
"(86887.9455518,86898.8148596)",3.0
"(86942.2920908,86953.1613986)",3.0
"(87007.50793759999,87018.3772454)",6.0
"(87061.8544766,87072.72378439999)",3.0
"(87072.72378439999,87083.5930922)",3.0
"(87116.2010156,87127.0703234)",3.0
"(87127.0703234,87137.9396312)",3.0
"(87181.4168624,87192.2861702)",6.0
"(87246.6327092,87257.50201699999)",3.0
"(87300.97924819999,87311.848556)",3.0
"(87311.848556,87322.7178638)",3.0
"(87431.4109418,87442.2802496)",3.0
"(87485.75748079999,87496.6267886)",3.0
"(87594.4505588,87605.3198666)",3.0
"(87616.1891744,87627.0584822)",3.0
"(87692.27432899999,87703.1436368)",3.0
"(87703.1436368,87714.01294459999)",6.0
"(87724.8822524,87735.75156019999)",3.0
"(87800.967407,87811.8367148)",3.0
"(87811.8367148,87822.7060226)",6.0
"(87833.5753304,87844.4446382)",6.0
"(87909.660485,87920.52979279999)",6.0
"(87931.3991006,87942.26840839999)",6.0
"(87942.26840839999,87953.1377162)",3.0
"(88018.353563,88029.2228708)",3.0
"(88040.0921786,88050.9614864)",6.0
"(88050.9614864,88061.8307942)",3.0
"(88127.046641,88137.9159488)",3.0
"(88148.7852566,88159.6545644)",3.0
"(88257.4783346,88268.3476424)",3.0
"(89757.442811,89768.3121188)",3.0
"(89855.26658119999,89866.135889)",3.0
"(89866.135889,89877.00519679999)",3.0
"(89887.8745046,89898.7438124)",3.0
"(89963.9596592,89974.828967)",3.0
"(89985.6982748,89996.5675826)",3.0
"(89996.5675826,90007.4368904)",3.0
"(90061.78342939999,90072.6527372)",3.0
"(90072.6527372,90083.52204499999)",3.0
"(90094.3913528,90105.26066059999)",3.0
"(90170.4765074,90181.3458152)",3.0
"(90181.3458152,90192.215123)",6.0
"(90192.215123,90203.0844308)",6.0
"(90203.0844308,90213.9537386)",3.0
"(90279.1695854,90290.03889319999)",3.0
"(90290.03889319999,90300.908201)",3.0
"(90300.908201,90311.77750879999)",3.0
"(90311.77750879999,90322.6468166)",9.0
"(90333.51612439999,90344.3854322)",3.0
"(90355.25474,90366.1240478)",3.0
"(90409.601279,90420.4705868)",3.0
"(90431.3398946,90442.2092024)",3.0
"(90453.0785102,90463.947818)",3.0
"(90463.947818,90474.8171258)",3.0
"(90474.8171258,90485.6864336)",6.0
"(90485.6864336,90496.55574139999)",6.0
"(90583.5102038,90594.3795116)",3.0
"(90594.3795116,90605.2488194)",3.0
"(90605.2488194,90616.1181272)",12.0
"(90616.1181272,90626.987435)",3.0
"(90724.81120519999,90735.680513)",6.0
"(90735.680513,90746.54982079999)",6.0
"(90757.4191286,90768.28843639999)",3.0
"(90855.2428988,90866.1122066)",3.0
"(90876.9815144,90887.8508222)",6.0
"(90920.4587456,90931.3280534)",3.0
"(90996.54390019999,91007.413208)",3.0
"(91040.02113139999,91050.8904392)",6.0
"(91083.4983626,91094.3676704)",3.0
"(91159.5835172,91170.452825)",3.0
"(91170.452825,91181.32213279999)",3.0
"(91203.06074839999,91213.9300562)",3.0
"(91213.9300562,91224.79936399999)",3.0
"(91290.0152108,91300.8845186)",3.0
"(91300.8845186,91311.7538264)",3.0
"(91333.492442,91344.3617498)",3.0
"(91344.3617498,91355.2310576)",3.0
"(91420.4469044,91431.31621219999)",3.0
"(91463.9241356,91474.79344339999)",9.0
"(91572.6172136,91583.4865214)",3.0
"(91583.4865214,91594.3558292)",6.0
"(91648.7023682,91659.57167599999)",3.0
"(91681.31029159999,91692.1795994)",3.0
"(91692.1795994,91703.04890719999)",3.0
"(91703.04890719999,91713.918215)",3.0
"(91768.264754,91779.1340618)",3.0
"(91779.1340618,91790.0033696)",3.0
"(91811.7419852,91822.611293)",6.0
"(91822.611293,91833.4806008)",3.0
"(91876.957832,91887.82713979999)",3.0
"(91887.82713979999,91898.6964476)",6.0
"(91920.4350632,91931.30437099999)",3.0
"(91942.1736788,91953.04298659999)",3.0
"(91996.5202178,92007.3895256)",3.0
"(92007.3895256,92018.2588334)",6.0
"(92050.8667568,92061.7360646)",3.0
"(92116.08260359999,92126.9519114)",3.0
"(92126.9519114,92137.82121919999)",3.0
"(92235.6449894,92246.5142972)",3.0
"(94279.07485579999,94289.9441636)",3.0
"(94398.6372416,94409.5065494)",6.0
"(94409.5065494,94420.3758572)",3.0
"(94507.33031959999,94518.1996274)",3.0
"(94518.1996274,94529.06893519999)",3.0
"(94529.06893519999,94539.938243)",3.0
"(94583.4154742,94594.284782)",3.0
"(94637.7620132,94648.631321)",3.0
"(94692.10855219999,94702.97786)",3.0
"(94702.97786,94713.84716779999)",3.0
"(94713.84716779999,94724.7164756)",3.0
"(94757.32439899999,94768.1937068)",3.0
"(94811.670938,94822.5402458)",3.0
"(94822.5402458,94833.4095536)",6.0
"(94876.8867848,94887.7560926)",6.0
"(94887.7560926,94898.6254004)",3.0
"(94942.10263159999,94952.9719394)",3.0
"(94996.4491706,95007.31847839999)",3.0
"(95007.31847839999,95018.1877862)",6.0
"(95039.9264018,95050.7957096)",3.0
"(95126.8808642,95137.750172)",3.0
"(95159.4887876,95170.35809539999)",6.0
"(95170.35809539999,95181.2274032)",3.0
"(95181.2274032,95192.09671099999)",3.0
"(95279.0511734,95289.9204812)",3.0
"(95289.9204812,95300.789789)",6.0
"(95300.789789,95311.6590968)",6.0
"(95333.3977124,95344.2670202)",3.0
"(95409.482867,95420.35217479999)",3.0
"(95420.35217479999,95431.2214826)",3.0
"(95442.09079039999,95452.9600982)",3.0
"(95452.9600982,95463.82940599999)",6.0
"(95550.7838684,95561.6531762)",3.0
"(95561.6531762,95572.522484)",6.0
"(95572.522484,95583.3917918)",3.0
"(95594.2610996,95605.13040739999)",3.0
"(95670.34625419999,95681.215562)",3.0
"(95681.215562,95692.08486979999)",6.0
"(95713.8234854,95724.6927932)",3.0
"(95724.6927932,95735.562101)",6.0
"(95779.0393322,95789.90864)",3.0
"(95789.90864,95800.7779478)",3.0
"(95800.7779478,95811.6472556)",3.0
"(95844.255179,95855.12448679999)",6.0
"(95855.12448679999,95865.9937946)",3.0
"(95909.4710258,95920.34033359999)",6.0
"(95920.34033359999,95931.2096414)",3.0
"(95963.8175648,95974.6868726)",3.0
"(95974.6868726,95985.5561804)",6.0
"(96029.0334116,96039.9027194)",3.0
"(96039.9027194,96050.7720272)",3.0
"(96083.37995059999,96094.2492584)",3.0
"(96094.2492584,96105.11856619999)",3.0
"(96105.11856619999,96115.987874)",3.0
"(96159.4651052,96170.33441299999)",3.0
"(96202.9423364,96213.8116442)",3.0
"(96213.8116442,96224.680952)",3.0
"(96333.37402999999,96344.2433378)",3.0
"(98898.5306708,98909.39997859999)",3.0
"(99018.0930566,99028.9623644)",3.0
"(99028.9623644,99039.8316722)",6.0
"(99148.5247502,99159.39405799999)",9.0
"(99192.0019814,99202.87128919999)",3.0
"(99268.087136,99278.9564438)",3.0
"(99311.5643672,99322.433675)",3.0
"(99322.433675,99333.3029828)",6.0
"(99431.12675299999,99441.9960608)",6.0
"(99441.9960608,99452.8653686)",3.0
"(99518.0812154,99528.9505232)",3.0
"(99561.5584466,99572.42775439999)",3.0
"(99637.64360119999,99648.512909)",6.0
"(99659.38221679999,99670.2515246)",3.0
"(99746.3366792,99757.205987)",3.0
"(99757.205987,99768.0752948)",3.0
"(99789.8139104,99800.68321819999)",9.0
"(99855.0297572,99865.89906499999)",3.0
"(99865.89906499999,99876.7683728)",3.0
"(99909.3762962,99920.245604)",9.0
"(99920.245604,99931.1149118)",3.0
"(99941.9842196,99952.8535274)",3.0
"(99974.592143,99985.4614508)",3.0
"(99985.4614508,99996.3307586)",3.0
"(99996.3307586,100007.2000664)",3.0
"(100028.93868199999,100039.8079898)",6.0
"(100039.8079898,100050.67729759999)",3.0
"(100061.5466054,100072.41591319999)",6.0
"(100105.0238366,100115.89314439999)",3.0
"(100115.89314439999,100126.7624522)",3.0
"(100126.7624522,100137.63176)",3.0
"(100148.5010678,100159.3703756)",6.0
"(100159.3703756,100170.2396834)",3.0
"(100181.1089912,100191.978299)",3.0
"(100235.4555302,100246.324838)",3.0
"(100246.324838,100257.1941458)",3.0
"(100268.0634536,100278.93276139999)",3.0
"(100278.93276139999,100289.8020692)",3.0
"(100289.8020692,100300.67137699999)",3.0
"(100365.88722379999,100376.7565316)",3.0
"(100398.4951472,100409.364455)",3.0
"(100409.364455,100420.2337628)",3.0
"(100528.92684079999,100539.7961486)",3.0
"(103604.94094819999,103615.810256)",3.0
"(103724.503334,103735.3726418)",6.0
"(103735.3726418,103746.2419496)",3.0
"(103844.0657198,103854.93502759999)",3.0
"(103854.93502759999,103865.8043354)",6.0
"(103887.542951,103898.4122588)",3.0
"(103974.4974134,103985.3667212)",3.0
"(104007.1053368,104017.97464459999)",6.0
"(104017.97464459999,104028.8439524)",6.0
"(104126.6677226,104137.5370304)",3.0
"(104137.5370304,104148.4063382)",12.0
"(104170.1449538,104181.0142616)",3.0
"(104257.0994162,104267.96872399999)",6.0
"(104267.96872399999,104278.8380318)",3.0
"(104289.70733959999,104300.5766474)",6.0
"(104300.5766474,104311.44595519999)",3.0
"(104387.5311098,104398.4004176)",3.0
"(104409.2697254,104420.1390332)",6.0
"(104420.1390332,104431.008341)",6.0
"(104441.8776488,104452.74695659999)",3.0
"(104528.8321112,104539.70141899999)",6.0
"(104539.70141899999,104550.5707268)",3.0
"(104561.44003459999,104572.3093424)",6.0
"(104648.394497,104659.2638048)",3.0
"(104681.0024204,104691.8717282)",6.0
"(104800.5648062,104811.434114)",3.0
"(108039.6185306,108050.48783839999)",3.0
"(108159.1809164,108170.0502242)",3.0
"(108170.0502242,108180.919532)",3.0
"(108191.78883979999,108202.6581476)",3.0
"(108289.61261,108300.4819178)",6.0
"(108311.3512256,108322.2205334)",6.0
"(108322.2205334,108333.0898412)",3.0
"(108409.1749958,108420.04430359999)",3.0
"(108430.9136114,108441.78291919999)",6.0
"(108441.78291919999,108452.652227)",6.0
"(108463.52153479999,108474.3908426)",3.0
"(108550.4759972,108561.345305)",3.0
"(108561.345305,108572.2146128)",6.0
"(108583.0839206,108593.9532284)",6.0
"(108680.9076908,108691.77699859999)",3.0
"(108702.6463064,108713.51561419999)",6.0
"(108822.2086922,108833.078)",3.0
