"pad info 1(Gtype,GIndex,GSection,Label)",pad info 2,pixel position
"['RowPad', 0, 'C', 'T02-']","['RowPad', 0, 'C', 'T02+']","[3770.022, -11829.869]"
"['RowPad', 0, 'C', 'B03-']","['RowPad', 0, 'C', 'B03+']","[6420.022, -16419.804]"
"['RowPad', 0, 'C', 'B03+']","['RowPad', 0, 'C', 'T03-']","[6420.022, -16419.804]"
"['RowPad', 0, 'C', 'T03-']","['RowPad', 0, 'C', 'T03+']","[6420.022, -16419.804]"
"['RowPad', 0, 'C', 'B04-']","['RowPad', 0, 'C', 'B04+']","[9070.022, -21009.739]"
"['RowPad', 0, 'C', 'B04+']","['RowPad', 0, 'C', 'T04-']","[9070.022, -21009.739]"
"['RowPad', 0, 'C', 'T04-']","['RowPad', 0, 'C', 'T04+']","[9070.022, -21009.739]"
"['RowPad', 0, 'C', 'B05-']","['RowPad', 0, 'C', 'B05+']","[11720.022, -25599.673]"
"['RowPad', 0, 'C', 'B05+']","['RowPad', 0, 'C', 'T05-']","[11720.022, -25599.673]"
"['RowPad', 0, 'C', 'T05-']","['RowPad', 0, 'C', 'T05+']","[11720.022, -25599.673]"
"['RowPad', 0, 'C', 'B06-']","['RowPad', 0, 'C', 'B06+']","[14370.022, -30189.608]"
"['RowPad', 0, 'C', 'B06+']","['RowPad', 0, 'C', 'T06-']","[14370.022, -30189.608]"
"['RowPad', 0, 'C', 'T06-']","['RowPad', 0, 'C', 'T06+']","[14370.022, -30189.608]"
"['RowPad', 0, 'C', 'B07-']","['RowPad', 0, 'C', 'B07+']","[17020.022, -34779.542]"
"['RowPad', 0, 'C', 'B07+']","['RowPad', 0, 'C', 'T07-']","[17020.022, -34779.542]"
"['RowPad', 0, 'C', 'T07-']","['RowPad', 0, 'C', 'T07+']","[17020.022, -34779.542]"
"['RowPad', 0, 'C', 'B08-']","['RowPad', 0, 'C', 'B08+']","[19670.022, -39369.477]"
"['RowPad', 0, 'C', 'B08+']","['RowPad', 0, 'C', 'T08-']","[19670.022, -39369.477]"
"['RowPad', 0, 'C', 'T08-']","['RowPad', 0, 'C', 'T08+']","[19670.022, -39369.477]"
"['RowPad', 0, 'C', 'B09-']","['RowPad', 0, 'C', 'B09+']","[22320.022, -43959.412]"
"['RowPad', 0, 'C', 'B09+']","['RowPad', 0, 'C', 'T09-']","[22320.022, -43959.412]"
"['RowPad', 0, 'C', 'T09-']","['RowPad', 0, 'C', 'T09+']","[22320.022, -43959.412]"
"['RowPad', 0, 'C', 'B10-']","['RowPad', 0, 'C', 'B10+']","[24970.022, -48549.346]"
"['RowPad', 0, 'C', 'B10+']","['RowPad', 0, 'C', 'T10-']","[24970.022, -48549.346]"
"['RowPad', 0, 'C', 'T10-']","['RowPad', 0, 'C', 'T10+']","[24970.022, -48549.346]"
"['RowPad', 0, 'C', 'B11-']","['RowPad', 0, 'C', 'B11+']","[27620.022, -53139.281]"
"['RowPad', 0, 'C', 'B11+']","['RowPad', 0, 'C', 'T11-']","[27620.022, -53139.281]"
"['RowPad', 0, 'C', 'T11-']","['RowPad', 0, 'C', 'T11+']","[27620.022, -53139.281]"
"['RowPad', 1, 'C', 'X00-']","['RowPad', 1, 'C', 'X00+']","[-6829.978, -2650.0]"
"['RowPad', 1, 'C', 'X00+']","['RowPad', 1, 'C', 'B00-']","[-6829.978, -2650.0]"
"['RowPad', 1, 'C', 'B00-']","['RowPad', 1, 'C', 'B00+']","[-6829.978, -2650.0]"
"['RowPad', 1, 'C', 'B00+']","['RowPad', 1, 'C', 'T00-']","[-6829.978, -2650.0]"
"['RowPad', 1, 'C', 'T00-']","['RowPad', 1, 'C', 'T00+']","[-6829.978, -2650.0]"
"['RowPad', 1, 'C', 'B01-']","['RowPad', 1, 'C', 'B01+']","[-4179.978, -7239.935]"
"['RowPad', 1, 'C', 'B01+']","['RowPad', 1, 'C', 'T01-']","[-4179.978, -7239.935]"
"['RowPad', 1, 'C', 'T01-']","['RowPad', 1, 'C', 'T01+']","[-4179.978, -7239.935]"
"['RowPad', 1, 'C', 'B02-']","['RowPad', 1, 'C', 'B02+']","[-1529.978, -11829.869]"
"['RowPad', 1, 'C', 'B02+']","['RowPad', 1, 'C', 'T02-']","[-1529.978, -11829.869]"
"['RowPad', 1, 'C', 'T02-']","['RowPad', 1, 'C', 'T02+']","[-1529.978, -11829.869]"
"['RowPad', 1, 'C', 'B03-']","['RowPad', 1, 'C', 'B03+']","[1120.022, -16419.804]"
"['RowPad', 1, 'C', 'B03+']","['RowPad', 1, 'C', 'T03-']","[1120.022, -16419.804]"
"['RowPad', 1, 'C', 'T03-']","['RowPad', 1, 'C', 'T03+']","[1120.022, -16419.804]"
"['RowPad', 1, 'C', 'B04-']","['RowPad', 1, 'C', 'B04+']","[3770.022, -21009.739]"
"['RowPad', 1, 'C', 'B04+']","['RowPad', 1, 'C', 'T04-']","[3770.022, -21009.739]"
"['RowPad', 1, 'C', 'T04-']","['RowPad', 1, 'C', 'T04+']","[3770.022, -21009.739]"
"['RowPad', 1, 'C', 'B05-']","['RowPad', 1, 'C', 'B05+']","[6420.022, -25599.673]"
"['RowPad', 1, 'C', 'B05+']","['RowPad', 1, 'C', 'T05-']","[6420.022, -25599.673]"
"['RowPad', 1, 'C', 'T05-']","['RowPad', 1, 'C', 'T05+']","[6420.022, -25599.673]"
"['RowPad', 1, 'C', 'B06-']","['RowPad', 1, 'C', 'B06+']","[9070.022, -30189.608]"
"['RowPad', 1, 'C', 'B06+']","['RowPad', 1, 'C', 'T06-']","[9070.022, -30189.608]"
"['RowPad', 1, 'C', 'T06-']","['RowPad', 1, 'C', 'T06+']","[9070.022, -30189.608]"
"['RowPad', 1, 'C', 'B07-']","['RowPad', 1, 'C', 'B07+']","[11720.022, -34779.542]"
"['RowPad', 1, 'C', 'B07+']","['RowPad', 1, 'C', 'T07-']","[11720.022, -34779.542]"
"['RowPad', 1, 'C', 'T07-']","['RowPad', 1, 'C', 'T07+']","[11720.022, -34779.542]"
"['RowPad', 1, 'C', 'B08-']","['RowPad', 1, 'C', 'B08+']","[14370.022, -39369.477]"
"['RowPad', 1, 'C', 'B08+']","['RowPad', 1, 'C', 'T08-']","[14370.022, -39369.477]"
"['RowPad', 1, 'C', 'T08-']","['RowPad', 1, 'C', 'T08+']","[14370.022, -39369.477]"
"['RowPad', 1, 'C', 'B09-']","['RowPad', 1, 'C', 'B09+']","[17020.022, -43959.412]"
"['RowPad', 1, 'C', 'B09+']","['RowPad', 1, 'C', 'T09-']","[17020.022, -43959.412]"
"['RowPad', 1, 'C', 'T09-']","['RowPad', 1, 'C', 'T09+']","[17020.022, -43959.412]"
"['RowPad', 1, 'C', 'B10-']","['RowPad', 1, 'C', 'B10+']","[19670.022, -48549.346]"
"['RowPad', 1, 'C', 'B10+']","['RowPad', 1, 'C', 'T10-']","[19670.022, -48549.346]"
"['RowPad', 1, 'C', 'T10-']","['RowPad', 1, 'C', 'T10+']","[19670.022, -48549.346]"
"['RowPad', 1, 'C', 'B11-']","['RowPad', 1, 'C', 'B11+']","[22320.022, -53139.281]"
"['RowPad', 1, 'C', 'B11+']","['RowPad', 1, 'C', 'T11-']","[22320.022, -53139.281]"
"['RowPad', 1, 'C', 'T11-']","['RowPad', 1, 'C', 'T11+']","[22320.022, -53139.281]"
"['RowPad', 2, 'C', 'X00-']","['RowPad', 2, 'C', 'X00+']","[-12129.978, -2650.0]"
"['RowPad', 2, 'C', 'X00+']","['RowPad', 2, 'C', 'B00-']","[-12129.978, -2650.0]"
"['RowPad', 2, 'C', 'B00-']","['RowPad', 2, 'C', 'B00+']","[-12129.978, -2650.0]"
"['RowPad', 2, 'C', 'B00+']","['RowPad', 2, 'C', 'T00-']","[-12129.978, -2650.0]"
"['RowPad', 2, 'C', 'T00-']","['RowPad', 2, 'C', 'T00+']","[-12129.978, -2650.0]"
"['RowPad', 2, 'C', 'B01-']","['RowPad', 2, 'C', 'B01+']","[-9479.978, -7239.935]"
"['RowPad', 2, 'C', 'B01+']","['RowPad', 2, 'C', 'T01-']","[-9479.978, -7239.935]"
"['RowPad', 2, 'C', 'T01-']","['RowPad', 2, 'C', 'T01+']","[-9479.978, -7239.935]"
"['RowPad', 2, 'C', 'B02-']","['RowPad', 2, 'C', 'B02+']","[-6829.978, -11829.869]"
"['RowPad', 2, 'C', 'B02+']","['RowPad', 2, 'C', 'T02-']","[-6829.978, -11829.869]"
"['RowPad', 2, 'C', 'T02-']","['RowPad', 2, 'C', 'T02+']","[-6829.978, -11829.869]"
"['RowPad', 2, 'C', 'B03-']","['RowPad', 2, 'C', 'B03+']","[-4179.978, -16419.804]"
"['RowPad', 2, 'C', 'B03+']","['RowPad', 2, 'C', 'T03-']","[-4179.978, -16419.804]"
"['RowPad', 2, 'C', 'T03-']","['RowPad', 2, 'C', 'T03+']","[-4179.978, -16419.804]"
"['RowPad', 2, 'C', 'B04-']","['RowPad', 2, 'C', 'B04+']","[-1529.978, -21009.739]"
"['RowPad', 2, 'C', 'B04+']","['RowPad', 2, 'C', 'T04-']","[-1529.978, -21009.739]"
"['RowPad', 2, 'C', 'T04-']","['RowPad', 2, 'C', 'T04+']","[-1529.978, -21009.739]"
"['RowPad', 2, 'C', 'B05-']","['RowPad', 2, 'C', 'B05+']","[1120.022, -25599.673]"
"['RowPad', 2, 'C', 'B05+']","['RowPad', 2, 'C', 'T05-']","[1120.022, -25599.673]"
"['RowPad', 2, 'C', 'T05-']","['RowPad', 2, 'C', 'T05+']","[1120.022, -25599.673]"
"['RowPad', 2, 'C', 'B06-']","['RowPad', 2, 'C', 'B06+']","[3770.022, -30189.608]"
"['RowPad', 2, 'C', 'B06+']","['RowPad', 2, 'C', 'T06-']","[3770.022, -30189.608]"
"['RowPad', 2, 'C', 'T06-']","['RowPad', 2, 'C', 'T06+']","[3770.022, -30189.608]"
"['RowPad', 2, 'C', 'B07-']","['RowPad', 2, 'C', 'B07+']","[6420.022, -34779.542]"
"['RowPad', 2, 'C', 'B07+']","['RowPad', 2, 'C', 'T07-']","[6420.022, -34779.542]"
"['RowPad', 2, 'C', 'T07-']","['RowPad', 2, 'C', 'T07+']","[6420.022, -34779.542]"
"['RowPad', 2, 'C', 'B08-']","['RowPad', 2, 'C', 'B08+']","[9070.022, -39369.477]"
"['RowPad', 2, 'C', 'B08+']","['RowPad', 2, 'C', 'T08-']","[9070.022, -39369.477]"
"['RowPad', 2, 'C', 'T08-']","['RowPad', 2, 'C', 'T08+']","[9070.022, -39369.477]"
"['RowPad', 2, 'C', 'B09-']","['RowPad', 2, 'C', 'B09+']","[11720.022, -43959.412]"
"['RowPad', 2, 'C', 'B09+']","['RowPad', 2, 'C', 'T09-']","[11720.022, -43959.412]"
"['RowPad', 2, 'C', 'T09-']","['RowPad', 2, 'C', 'T09+']","[11720.022, -43959.412]"
"['RowPad', 2, 'C', 'B10-']","['RowPad', 2, 'C', 'B10+']","[14370.022, -48549.346]"
"['RowPad', 2, 'C', 'B10+']","['RowPad', 2, 'C', 'T10-']","[14370.022, -48549.346]"
"['RowPad', 2, 'C', 'T10-']","['RowPad', 2, 'C', 'T10+']","[14370.022, -48549.346]"
"['RowPad', 2, 'C', 'B11-']","['RowPad', 2, 'C', 'B11+']","[17020.022, -53139.281]"
"['RowPad', 2, 'C', 'B11+']","['RowPad', 2, 'C', 'T11-']","[17020.022, -53139.281]"
"['RowPad', 2, 'C', 'T11-']","['RowPad', 2, 'C', 'T11+']","[17020.022, -53139.281]"
"['RowPad', 3, 'C', 'X00-']","['RowPad', 3, 'C', 'X00+']","[-17429.978, -2650.0]"
"['RowPad', 3, 'C', 'X00+']","['RowPad', 3, 'C', 'B00-']","[-17429.978, -2650.0]"
"['RowPad', 3, 'C', 'B00-']","['RowPad', 3, 'C', 'B00+']","[-17429.978, -2650.0]"
"['RowPad', 3, 'C', 'B00+']","['RowPad', 3, 'C', 'T00-']","[-17429.978, -2650.0]"
"['RowPad', 3, 'C', 'T00-']","['RowPad', 3, 'C', 'T00+']","[-17429.978, -2650.0]"
"['RowPad', 3, 'C', 'B01-']","['RowPad', 3, 'C', 'B01+']","[-14779.978, -7239.935]"
"['RowPad', 3, 'C', 'B01+']","['RowPad', 3, 'C', 'T01-']","[-14779.978, -7239.935]"
"['RowPad', 3, 'C', 'T01-']","['RowPad', 3, 'C', 'T01+']","[-14779.978, -7239.935]"
"['RowPad', 3, 'C', 'B02-']","['RowPad', 3, 'C', 'B02+']","[-12129.978, -11829.869]"
"['RowPad', 3, 'C', 'B02+']","['RowPad', 3, 'C', 'T02-']","[-12129.978, -11829.869]"
"['RowPad', 3, 'C', 'T02-']","['RowPad', 3, 'C', 'T02+']","[-12129.978, -11829.869]"
"['RowPad', 3, 'C', 'B03-']","['RowPad', 3, 'C', 'B03+']","[-9479.978, -16419.804]"
"['RowPad', 3, 'C', 'B03+']","['RowPad', 3, 'C', 'T03-']","[-9479.978, -16419.804]"
"['RowPad', 3, 'C', 'T03-']","['RowPad', 3, 'C', 'T03+']","[-9479.978, -16419.804]"
"['RowPad', 3, 'C', 'B04-']","['RowPad', 3, 'C', 'B04+']","[-6829.978, -21009.739]"
"['RowPad', 3, 'C', 'B04+']","['RowPad', 3, 'C', 'T04-']","[-6829.978, -21009.739]"
"['RowPad', 3, 'C', 'T04-']","['RowPad', 3, 'C', 'T04+']","[-6829.978, -21009.739]"
"['RowPad', 3, 'C', 'B05-']","['RowPad', 3, 'C', 'B05+']","[-4179.978, -25599.673]"
"['RowPad', 3, 'C', 'B05+']","['RowPad', 3, 'C', 'T05-']","[-4179.978, -25599.673]"
"['RowPad', 3, 'C', 'T05-']","['RowPad', 3, 'C', 'T05+']","[-4179.978, -25599.673]"
"['RowPad', 3, 'C', 'B06-']","['RowPad', 3, 'C', 'B06+']","[-1529.978, -30189.608]"
"['RowPad', 3, 'C', 'B06+']","['RowPad', 3, 'C', 'T06-']","[-1529.978, -30189.608]"
"['RowPad', 3, 'C', 'T06-']","['RowPad', 3, 'C', 'T06+']","[-1529.978, -30189.608]"
"['RowPad', 3, 'C', 'B07-']","['RowPad', 3, 'C', 'B07+']","[1120.022, -34779.542]"
"['RowPad', 3, 'C', 'B07+']","['RowPad', 3, 'C', 'T07-']","[1120.022, -34779.542]"
"['RowPad', 3, 'C', 'T07-']","['RowPad', 3, 'C', 'T07+']","[1120.022, -34779.542]"
"['RowPad', 3, 'C', 'B08-']","['RowPad', 3, 'C', 'B08+']","[3770.022, -39369.477]"
"['RowPad', 3, 'C', 'B08+']","['RowPad', 3, 'C', 'T08-']","[3770.022, -39369.477]"
"['RowPad', 3, 'C', 'T08-']","['RowPad', 3, 'C', 'T08+']","[3770.022, -39369.477]"
"['RowPad', 3, 'C', 'B09-']","['RowPad', 3, 'C', 'B09+']","[6420.022, -43959.412]"
"['RowPad', 3, 'C', 'B09+']","['RowPad', 3, 'C', 'T09-']","[6420.022, -43959.412]"
"['RowPad', 3, 'C', 'T09-']","['RowPad', 3, 'C', 'T09+']","[6420.022, -43959.412]"
"['RowPad', 3, 'C', 'B10-']","['RowPad', 3, 'C', 'B10+']","[9070.022, -48549.346]"
"['RowPad', 3, 'C', 'B10+']","['RowPad', 3, 'C', 'T10-']","[9070.022, -48549.346]"
"['RowPad', 3, 'C', 'T10-']","['RowPad', 3, 'C', 'T10+']","[9070.022, -48549.346]"
"['RowPad', 3, 'C', 'B11-']","['RowPad', 3, 'C', 'B11+']","[11720.022, -53139.281]"
"['RowPad', 3, 'C', 'B11+']","['RowPad', 3, 'C', 'T11-']","[11720.022, -53139.281]"
"['RowPad', 3, 'C', 'T11-']","['RowPad', 3, 'C', 'T11+']","[11720.022, -53139.281]"
"['RowPad', 4, 'C', 'X00-']","['RowPad', 4, 'C', 'X00+']","[-22729.978, -2650.0]"
"['RowPad', 4, 'C', 'X00+']","['RowPad', 4, 'C', 'B00-']","[-22729.978, -2650.0]"
"['RowPad', 4, 'C', 'B00-']","['RowPad', 4, 'C', 'B00+']","[-22729.978, -2650.0]"
"['RowPad', 4, 'C', 'B00+']","['RowPad', 4, 'C', 'T00-']","[-22729.978, -2650.0]"
"['RowPad', 4, 'C', 'T00-']","['RowPad', 4, 'C', 'T00+']","[-22729.978, -2650.0]"
"['RowPad', 4, 'C', 'B01-']","['RowPad', 4, 'C', 'B01+']","[-20079.978, -7239.935]"
"['RowPad', 4, 'C', 'B01+']","['RowPad', 4, 'C', 'T01-']","[-20079.978, -7239.935]"
"['RowPad', 4, 'C', 'T01-']","['RowPad', 4, 'C', 'T01+']","[-20079.978, -7239.935]"
"['RowPad', 4, 'C', 'B02-']","['RowPad', 4, 'C', 'B02+']","[-17429.978, -11829.869]"
"['RowPad', 4, 'C', 'B02+']","['RowPad', 4, 'C', 'T02-']","[-17429.978, -11829.869]"
"['RowPad', 4, 'C', 'T02-']","['RowPad', 4, 'C', 'T02+']","[-17429.978, -11829.869]"
"['RowPad', 4, 'C', 'B03-']","['RowPad', 4, 'C', 'B03+']","[-14779.978, -16419.804]"
"['RowPad', 4, 'C', 'B03+']","['RowPad', 4, 'C', 'T03-']","[-14779.978, -16419.804]"
"['RowPad', 4, 'C', 'T03-']","['RowPad', 4, 'C', 'T03+']","[-14779.978, -16419.804]"
"['RowPad', 4, 'C', 'B04-']","['RowPad', 4, 'C', 'B04+']","[-12129.978, -21009.739]"
"['RowPad', 4, 'C', 'B04+']","['RowPad', 4, 'C', 'T04-']","[-12129.978, -21009.739]"
"['RowPad', 4, 'C', 'T04-']","['RowPad', 4, 'C', 'T04+']","[-12129.978, -21009.739]"
"['RowPad', 4, 'C', 'B05-']","['RowPad', 4, 'C', 'B05+']","[-9479.978, -25599.673]"
"['RowPad', 4, 'C', 'B05+']","['RowPad', 4, 'C', 'T05-']","[-9479.978, -25599.673]"
"['RowPad', 4, 'C', 'T05-']","['RowPad', 4, 'C', 'T05+']","[-9479.978, -25599.673]"
"['RowPad', 4, 'C', 'B06-']","['RowPad', 4, 'C', 'B06+']","[-6829.978, -30189.608]"
"['RowPad', 4, 'C', 'B06+']","['RowPad', 4, 'C', 'T06-']","[-6829.978, -30189.608]"
"['RowPad', 4, 'C', 'T06-']","['RowPad', 4, 'C', 'T06+']","[-6829.978, -30189.608]"
"['RowPad', 4, 'C', 'B07-']","['RowPad', 4, 'C', 'B07+']","[-4179.978, -34779.542]"
"['RowPad', 4, 'C', 'B07+']","['RowPad', 4, 'C', 'T07-']","[-4179.978, -34779.542]"
"['RowPad', 4, 'C', 'T07-']","['RowPad', 4, 'C', 'T07+']","[-4179.978, -34779.542]"
"['RowPad', 4, 'C', 'B08-']","['RowPad', 4, 'C', 'B08+']","[-1529.978, -39369.477]"
"['RowPad', 4, 'C', 'B08+']","['RowPad', 4, 'C', 'T08-']","[-1529.978, -39369.477]"
"['RowPad', 4, 'C', 'T08-']","['RowPad', 4, 'C', 'T08+']","[-1529.978, -39369.477]"
"['RowPad', 4, 'C', 'B09-']","['RowPad', 4, 'C', 'B09+']","[1120.022, -43959.412]"
"['RowPad', 4, 'C', 'B09+']","['RowPad', 4, 'C', 'T09-']","[1120.022, -43959.412]"
"['RowPad', 4, 'C', 'T09-']","['RowPad', 4, 'C', 'T09+']","[1120.022, -43959.412]"
"['RowPad', 4, 'C', 'B10-']","['RowPad', 4, 'C', 'B10+']","[3770.022, -48549.346]"
"['RowPad', 4, 'C', 'B10+']","['RowPad', 4, 'C', 'T10-']","[3770.022, -48549.346]"
"['RowPad', 4, 'C', 'T10-']","['RowPad', 4, 'C', 'T10+']","[3770.022, -48549.346]"
"['RowPad', 4, 'C', 'B11-']","['RowPad', 4, 'C', 'B11+']","[6420.022, -53139.281]"
"['RowPad', 4, 'C', 'B11+']","['RowPad', 4, 'C', 'T11-']","[6420.022, -53139.281]"
"['RowPad', 4, 'C', 'T11-']","['RowPad', 4, 'C', 'T11+']","[6420.022, -53139.281]"
"['RowPad', 5, 'C', 'X00-']","['RowPad', 5, 'C', 'X00+']","[-28029.978, -2650.0]"
"['RowPad', 5, 'C', 'X00+']","['RowPad', 5, 'C', 'B00-']","[-28029.978, -2650.0]"
"['RowPad', 5, 'C', 'B00-']","['RowPad', 5, 'C', 'B00+']","[-28029.978, -2650.0]"
"['RowPad', 5, 'C', 'B00+']","['RowPad', 5, 'C', 'T00-']","[-28029.978, -2650.0]"
"['RowPad', 5, 'C', 'T00-']","['RowPad', 5, 'C', 'T00+']","[-28029.978, -2650.0]"
"['RowPad', 5, 'C', 'B01-']","['RowPad', 5, 'C', 'B01+']","[-25379.978, -7239.935]"
"['RowPad', 5, 'C', 'B01+']","['RowPad', 5, 'C', 'T01-']","[-25379.978, -7239.935]"
"['RowPad', 5, 'C', 'T01-']","['RowPad', 5, 'C', 'T01+']","[-25379.978, -7239.935]"
"['RowPad', 5, 'C', 'B02-']","['RowPad', 5, 'C', 'B02+']","[-22729.978, -11829.869]"
"['RowPad', 5, 'C', 'B02+']","['RowPad', 5, 'C', 'T02-']","[-22729.978, -11829.869]"
"['RowPad', 5, 'C', 'T02-']","['RowPad', 5, 'C', 'T02+']","[-22729.978, -11829.869]"
"['RowPad', 5, 'C', 'B03-']","['RowPad', 5, 'C', 'B03+']","[-20079.978, -16419.804]"
"['RowPad', 5, 'C', 'B03+']","['RowPad', 5, 'C', 'T03-']","[-20079.978, -16419.804]"
"['RowPad', 5, 'C', 'T03-']","['RowPad', 5, 'C', 'T03+']","[-20079.978, -16419.804]"
"['RowPad', 5, 'C', 'B04-']","['RowPad', 5, 'C', 'B04+']","[-17429.978, -21009.739]"
"['RowPad', 5, 'C', 'B04+']","['RowPad', 5, 'C', 'T04-']","[-17429.978, -21009.739]"
"['RowPad', 5, 'C', 'T04-']","['RowPad', 5, 'C', 'T04+']","[-17429.978, -21009.739]"
"['RowPad', 5, 'C', 'B05-']","['RowPad', 5, 'C', 'B05+']","[-14779.978, -25599.673]"
"['RowPad', 5, 'C', 'B05+']","['RowPad', 5, 'C', 'T05-']","[-14779.978, -25599.673]"
"['RowPad', 5, 'C', 'T05-']","['RowPad', 5, 'C', 'T05+']","[-14779.978, -25599.673]"
"['RowPad', 5, 'C', 'B06-']","['RowPad', 5, 'C', 'B06+']","[-12129.978, -30189.608]"
"['RowPad', 5, 'C', 'B06+']","['RowPad', 5, 'C', 'T06-']","[-12129.978, -30189.608]"
"['RowPad', 5, 'C', 'T06-']","['RowPad', 5, 'C', 'T06+']","[-12129.978, -30189.608]"
"['RowPad', 5, 'C', 'B07-']","['RowPad', 5, 'C', 'B07+']","[-9479.978, -34779.542]"
"['RowPad', 5, 'C', 'B07+']","['RowPad', 5, 'C', 'T07-']","[-9479.978, -34779.542]"
"['RowPad', 5, 'C', 'T07-']","['RowPad', 5, 'C', 'T07+']","[-9479.978, -34779.542]"
"['RowPad', 5, 'C', 'B08-']","['RowPad', 5, 'C', 'B08+']","[-6829.978, -39369.477]"
"['RowPad', 5, 'C', 'B08+']","['RowPad', 5, 'C', 'T08-']","[-6829.978, -39369.477]"
"['RowPad', 5, 'C', 'T08-']","['RowPad', 5, 'C', 'T08+']","[-6829.978, -39369.477]"
"['RowPad', 5, 'C', 'B09-']","['RowPad', 5, 'C', 'B09+']","[-4179.978, -43959.412]"
"['RowPad', 5, 'C', 'B09+']","['RowPad', 5, 'C', 'T09-']","[-4179.978, -43959.412]"
"['RowPad', 5, 'C', 'T09-']","['RowPad', 5, 'C', 'T09+']","[-4179.978, -43959.412]"
"['RowPad', 5, 'C', 'B10-']","['RowPad', 5, 'C', 'B10+']","[-1529.978, -48549.346]"
"['RowPad', 5, 'C', 'B10+']","['RowPad', 5, 'C', 'T10-']","[-1529.978, -48549.346]"
"['RowPad', 5, 'C', 'T10-']","['RowPad', 5, 'C', 'T10+']","[-1529.978, -48549.346]"
"['RowPad', 5, 'C', 'B11-']","['RowPad', 5, 'C', 'B11+']","[1120.022, -53139.281]"
"['RowPad', 5, 'C', 'B11+']","['RowPad', 5, 'C', 'T11-']","[1120.022, -53139.281]"
"['RowPad', 5, 'C', 'T11-']","['RowPad', 5, 'C', 'T11+']","[1120.022, -53139.281]"
"['RowPad', 6, 'C', 'X00-']","['RowPad', 6, 'C', 'X00+']","[-33329.978, -2650.0]"
"['RowPad', 6, 'C', 'X00+']","['RowPad', 6, 'C', 'B00-']","[-33329.978, -2650.0]"
"['RowPad', 6, 'C', 'B00-']","['RowPad', 6, 'C', 'B00+']","[-33329.978, -2650.0]"
"['RowPad', 6, 'C', 'B00+']","['RowPad', 6, 'C', 'T00-']","[-33329.978, -2650.0]"
"['RowPad', 6, 'C', 'T00-']","['RowPad', 6, 'C', 'T00+']","[-33329.978, -2650.0]"
"['RowPad', 6, 'C', 'B01-']","['RowPad', 6, 'C', 'B01+']","[-30679.978, -7239.935]"
"['RowPad', 6, 'C', 'B01+']","['RowPad', 6, 'C', 'T01-']","[-30679.978, -7239.935]"
"['RowPad', 6, 'C', 'T01-']","['RowPad', 6, 'C', 'T01+']","[-30679.978, -7239.935]"
"['RowPad', 6, 'C', 'B02-']","['RowPad', 6, 'C', 'B02+']","[-28029.978, -11829.869]"
"['RowPad', 6, 'C', 'B02+']","['RowPad', 6, 'C', 'T02-']","[-28029.978, -11829.869]"
"['RowPad', 6, 'C', 'T02-']","['RowPad', 6, 'C', 'T02+']","[-28029.978, -11829.869]"
"['RowPad', 6, 'C', 'B03-']","['RowPad', 6, 'C', 'B03+']","[-25379.978, -16419.804]"
"['RowPad', 6, 'C', 'B03+']","['RowPad', 6, 'C', 'T03-']","[-25379.978, -16419.804]"
"['RowPad', 6, 'C', 'T03-']","['RowPad', 6, 'C', 'T03+']","[-25379.978, -16419.804]"
"['RowPad', 6, 'C', 'B04-']","['RowPad', 6, 'C', 'B04+']","[-22729.978, -21009.739]"
"['RowPad', 6, 'C', 'B04+']","['RowPad', 6, 'C', 'T04-']","[-22729.978, -21009.739]"
"['RowPad', 6, 'C', 'T04-']","['RowPad', 6, 'C', 'T04+']","[-22729.978, -21009.739]"
"['RowPad', 6, 'C', 'B05-']","['RowPad', 6, 'C', 'B05+']","[-20079.978, -25599.673]"
"['RowPad', 6, 'C', 'B05+']","['RowPad', 6, 'C', 'T05-']","[-20079.978, -25599.673]"
"['RowPad', 6, 'C', 'T05-']","['RowPad', 6, 'C', 'T05+']","[-20079.978, -25599.673]"
"['RowPad', 6, 'C', 'B06-']","['RowPad', 6, 'C', 'B06+']","[-17429.978, -30189.608]"
"['RowPad', 6, 'C', 'B06+']","['RowPad', 6, 'C', 'T06-']","[-17429.978, -30189.608]"
"['RowPad', 6, 'C', 'T06-']","['RowPad', 6, 'C', 'T06+']","[-17429.978, -30189.608]"
"['RowPad', 6, 'C', 'B07-']","['RowPad', 6, 'C', 'B07+']","[-14779.978, -34779.542]"
"['RowPad', 6, 'C', 'B07+']","['RowPad', 6, 'C', 'T07-']","[-14779.978, -34779.542]"
"['RowPad', 6, 'C', 'T07-']","['RowPad', 6, 'C', 'T07+']","[-14779.978, -34779.542]"
"['RowPad', 6, 'C', 'B08-']","['RowPad', 6, 'C', 'B08+']","[-12129.978, -39369.477]"
"['RowPad', 6, 'C', 'B08+']","['RowPad', 6, 'C', 'T08-']","[-12129.978, -39369.477]"
"['RowPad', 6, 'C', 'T08-']","['RowPad', 6, 'C', 'T08+']","[-12129.978, -39369.477]"
"['RowPad', 6, 'C', 'B09-']","['RowPad', 6, 'C', 'B09+']","[-9479.978, -43959.412]"
"['RowPad', 6, 'C', 'B09+']","['RowPad', 6, 'C', 'T09-']","[-9479.978, -43959.412]"
"['RowPad', 6, 'C', 'T09-']","['RowPad', 6, 'C', 'T09+']","[-9479.978, -43959.412]"
"['RowPad', 6, 'C', 'B10-']","['RowPad', 6, 'C', 'B10+']","[-6829.978, -48549.346]"
